,spec_no,mz,intensity,signal
138,17,136.07438350223995,21847.64824575144,1
139,17,147.07631561796543,13487.80085475081,1
140,17,147.1123903615851,21988.45986957751,1
141,17,155.08210387410998,29610.562413308187,1
142,17,157.06095208740234,11084.24858843994,1
143,17,171.07639932911297,4905.235683998866,1
144,17,173.09204585071453,127563.3827946039,1
145,17,174.09530751942555,12440.641992907504,1
146,17,175.07130726959747,15247.487874422235,1
147,17,175.11800089190083,12142.38001058435,1
148,17,182.16573983893005,15897.971813198525,1
149,17,185.09210350399923,10711.294240996953,1
150,17,189.0869358721828,7424.26742442865,1
151,17,199.0713491207216,11805.558913055716,1
152,17,201.08708719687883,125035.9272330709,1
153,17,202.0898391158493,14268.537290078622,1
154,17,207.11278164597368,15674.394562926816,1
155,17,213.08710155846936,7242.993410344394,1
156,17,217.084285396556,12722.079212311051,1
157,17,231.09689244979467,7406.623600480495,1
158,17,235.10772227465625,13238.782390067248,1
159,17,240.0972780638104,5309.611482481413,1
160,17,240.1338509526746,6754.20275457152,1
161,17,241.0820949025397,13584.206719624735,1
162,17,258.1449936792665,16055.236650055813,1
163,17,259.09227797564336,16522.65407237508,1
164,17,270.10842457086267,18547.26232632919,1
165,17,276.155491330208,20107.1474332022,1
166,17,288.11811584985554,25800.60167081416,1
167,17,303.13368929349457,10082.796919193896,1
168,17,304.12952991832384,22247.26746850448,1
169,17,339.1298604875603,15925.693388810894,1
170,17,346.125329914883,12061.172302093732,1
171,17,357.14148833372883,26017.93340715738,1
172,17,370.1244336250501,9325.976097967688,1
173,17,387.1877546846197,17016.345146184558,1
174,17,388.1347378944153,12093.44189138935,1
175,17,395.9166244998153,60059.02917832023,1
176,17,405.1971928771113,14938.414098865547,1
177,17,475.16801528930665,10529.514280480147,1
178,17,513.7158175998264,20002.25884659025,1
179,17,516.22966336337,11594.3355023124,1
180,17,534.2374022801718,15770.336359485984,1
181,17,534.2421993221249,28965.323971653845,1
182,17,616.5323886122968,82721.02095390506,1
183,17,626.7982499383387,18162.513174610896,1
184,17,645.2716222942205,10676.617550496898,1
185,17,663.2845974031873,35249.71945225915,1
186,17,664.2872456395348,12995.783685373706,1
187,17,685.2724203398523,27725.53799355428,1
188,17,774.3129626976515,11601.257789434789,1
189,17,792.3253032845511,36142.655161940886,1
190,17,793.3280664962558,15947.950712603908,1
191,17,861.3474872011127,15110.393062753388,1
192,17,879.3563621540609,120599.66080480735,1
193,17,880.3557511266567,32597.69445514679,1
194,17,880.3630141749527,54579.03269840587,1
195,17,900.1604833421616,21512.24388095724,1
196,17,1026.426262749566,69136.89052428139,1
197,17,1027.4284710650677,35497.290849338875,1
198,17,1053.0704003713906,79294.4412756749,1
199,17,1113.4539423403533,44901.09011534624,1
200,17,1114.4529355805496,16742.82535258107,1
201,17,1200.4897899772548,109134.5155371171,1
202,17,1201.491285164693,61185.99123419946,1
203,18,101.07034998032653,251275.6900383616,1
204,18,102.05497278792134,38654.49039022039,1
205,18,102.40717884252946,39196.27526270738,1
206,18,104.05289491617457,30050.451294894487,1
207,18,110.07083401734802,80245.42759476585,1
208,18,112.08731960021343,12365.697700933082,1
209,18,115.08719915552524,15881.437882755905,1
210,18,116.07076661483102,10224.974462421043,1
211,18,120.08510361900623,949907.5181601176,1
212,18,121.0848294370663,98771.30729989236,1
213,18,127.0873390069887,26424.58681506152,1
214,18,129.06652025906544,18904.557176239086,1
215,18,129.10428926355698,196936.95867641675,1
216,18,130.06710773278337,19901.91051681265,1
217,18,130.08809215755053,137575.838045143,1
218,18,130.1062594059009,17316.47296541555,1
219,18,131.0872598281635,16192.49947502108,1
220,18,136.07527091911248,151648.0057140041,1
221,18,141.102934716453,18052.3248696663,1
222,18,143.11714038514253,41738.54616156461,1
223,18,147.11162141687728,251587.795838282,1
224,18,148.11563585950182,19803.80512376265,1
225,18,155.08324134640577,9967.113985503593,1
226,18,155.1165244362571,11176.715344545515,1
227,18,157.1333736258905,38993.258796933056,1
228,18,158.0916953783357,18403.49725403589,1
229,18,159.09142740981838,43452.445706588966,1
230,18,159.1122053649528,39006.43626585182,1
231,18,165.10273953432537,81365.44022917088,1
232,18,169.09651567836008,19717.51131237053,1
233,18,169.13320074234417,42990.28921975937,1
234,18,171.1122857889998,22136.28579376816,1
235,18,173.12848321511328,41781.3267193396,1
236,18,175.11729196084514,102255.61587557406,1
237,18,180.11275914956255,25051.62067105477,1
238,18,181.0968270401576,33426.32951182601,1
239,18,183.1130036210592,43131.53343675833,1
240,18,183.14935981834327,134009.50662260264,1
241,18,184.152453238504,24239.48728397506,1
242,18,185.1286845775919,34628.45463808742,1
243,18,185.1654602950764,109900.62939293582,1
244,18,186.1686839937414,17662.047027467932,1
245,18,187.10806349303823,30797.43934604508,1
246,18,187.14491259814253,34338.38722268519,1
247,18,191.1158857187013,797542.5920487719,1
248,18,192.12216593105592,94031.97765979946,1
249,18,196.61029796175183,766160.7861994767,1
250,18,197.1287822410709,44125.03386276863,1
251,18,198.1256409639157,11422.879749265518,1
252,18,199.1818121484964,29904.24530708741,1
253,18,201.12381802297665,61996.02838532602,1
254,18,204.13376719480863,22320.16599766312,1
255,18,208.1087305510848,84722.32278951383,1
256,18,209.0916832557092,31453.01038770309,1
257,18,211.14465304143124,262110.70332379005,1
258,18,212.1470603785888,35082.83401421755,1
259,18,213.1572658763212,32808.96835815205,1
260,18,215.13719440328663,36595.211991951386,1
261,18,219.1125367963905,167803.13654050505,1
262,18,220.1154380156615,23516.94231642964,1
263,18,226.11841609114308,27316.69529300625,1
264,18,227.1746627144192,20206.952722042653,1
265,18,228.1337167750524,20124.89339297844,1
266,18,228.1707564918858,43087.52887113535,1
267,18,229.1172766048003,23949.17568188428,1
268,18,236.1381699105968,26850.200682101044,1
269,18,244.16597469269283,33135.39509247977,1
270,18,246.18173511211688,263738.5478392695,1
271,18,247.1846697407384,32536.966853284062,1
272,18,251.150141006861,19309.412650695213,1
273,18,259.1080304926092,34661.66171656233,1
274,18,260.1964309047645,25690.09887677403,1
275,18,271.17583122253416,17730.51260032654,1
276,18,276.13411381398265,105474.82317072336,1
277,18,283.68679710487265,79279.41022246225,1
278,18,284.189032258287,31959.946477857688,1
279,18,288.2039168964733,28522.758048404343,1
280,18,292.298749927515,138963.7056625226,1
281,18,294.1816478503456,78821.62564074436,1
282,18,310.21243634905136,117246.85458609444,1
283,18,311.2146550392618,25400.36706097272,1
284,18,314.422500958972,525798.4909759249,1
285,18,321.1922624007516,45693.590539738754,1
286,18,322.175710357396,39399.483422777295,1
287,18,328.22367390152675,19620.21231679979,1
288,18,339.2031420741434,46939.3343221137,1
289,18,347.1715134061131,31044.91282107645,1
290,18,357.7131996372768,27017.16099234445,1
291,18,359.2659387833033,88443.27760306247,1
292,18,360.2687310112848,22022.84247362224,1
293,18,366.2263164411272,27762.41193150112,1
294,18,393.2502403596861,79423.5664239394,1
295,18,395.8908369758971,872705.8179321166,1
296,18,397.4803625030269,583759.0613582063,1
297,18,401.287449273962,316707.6680956325,1
298,18,402.2464824858166,39720.82378685474,1
299,18,402.29017361727625,91377.9246879166,1
300,18,418.60101040265386,171139.26045881223,1
301,18,420.2622683306277,47829.95479446675,1
302,18,421.2473983154297,30836.318128982544,1
303,18,438.2698880862566,45141.3786538442,1
304,18,456.3175842114189,496517.1495179249,1
305,18,456.3201979199446,799602.9743879463,1
306,18,457.3229187441544,124799.43598384588,1
307,18,467.87557152609656,908165.9453289142,1
308,18,497.72979496785325,265213.58937635744,1
309,18,566.366620327564,256420.6015222428,1
310,18,567.3516640598535,398692.1555020298,1
311,18,568.2662723267928,365283.50325232407,1
312,18,568.3538369690345,116000.31672745036,1
313,18,584.3758564159317,108037.45910677324,1
314,18,645.1204082305231,170115.49651772028,1
315,18,647.8172665009049,944336.315812389,1
316,18,731.4457798946946,69090.2338572745,1
317,18,732.4492577242564,36935.677642753326,1
318,18,798.2675735091166,133523.82538773655,1
319,18,800.7564596288863,97678.74717386188,1
320,18,821.715639800245,438407.3584298022,1
321,26,159.0757503619773,40816.320600234016,1
322,26,186.08750431121345,74130.24298765798,1
323,26,187.0714059706351,111651.431971531,1
324,26,201.55080795560764,101229.7756649011,1
325,26,241.08333736622828,39168.62215891392,1
326,26,244.092598983922,66364.691911486,1
327,26,259.0922570524916,39272.871743347685,1
328,26,287.134805901106,53951.65732007248,1
329,26,315.1301695833501,57179.13248353152,1
330,26,316.08463659272763,140735.3558487926,1
331,26,316.1129610135958,37788.75970641049,1
332,26,335.1496559489857,57566.14538518272,1
333,26,496.2131388101233,46416.74680420289,1
334,26,567.2500084302702,57476.93136366164,1
335,26,631.7715415142952,88711.7502875848,1
336,26,632.2725741834525,62479.87855328709,1
337,26,672.0748388346893,195049.56975019,1
338,26,689.2853634936662,87306.02973651348,1
339,26,689.7865824639043,63733.00660184064,1
340,26,804.3117274320061,128075.41593283894,1
341,26,804.8124289041037,103656.74878094225,1
342,26,805.312258598132,61069.163192174376,1
343,26,861.8263280431652,257039.89216144924,1
344,26,862.3269104344885,222818.6007001653,1
345,26,862.8266919230857,117962.65684473584,1
346,26,926.3472834048064,235334.830104662,1
347,26,926.847961755701,219220.5070216617,1
348,26,927.3478943228024,135894.59909575168,1
349,26,990.8686689293904,201712.7464859382,1
350,26,991.3690905011566,211511.2881406752,1
351,26,991.8688484279588,130622.26014200848,1
352,27,101.0712948534862,43237.05626205077,1
353,27,102.05520456248315,90581.3356166445,1
354,27,104.05323623517238,33268.607731180455,1
355,27,110.07100648271276,178111.45229992157,1
356,27,112.0872967950229,26335.03991083605,1
357,27,113.07110523042223,18367.99204464867,1
358,27,115.05045805431548,12680.318422880628,1
359,27,115.08684603817814,30106.91178819349,1
360,27,116.07081155928354,31835.669477432493,1
361,27,120.08271998529848,154088.6643106875,1
362,27,121.08436057146858,19411.65788336361,1
363,27,129.06621327119714,33364.87358376559,1
364,27,129.10392128884254,90014.66849362529,1
365,27,130.08875064073106,30119.85729759527,1
366,27,136.07463565719462,129069.3467720424,1
367,27,141.06608219146727,17161.487126132844,1
368,27,141.1027297468375,24660.575453069825,1
369,27,143.11610591237138,46427.03076884223,1
370,27,145.0959321113482,15565.195064944764,1
371,27,147.11211182967477,46194.84077471028,1
372,27,155.08355852399555,31791.03490576608,1
373,27,157.09627502133148,27453.34516178478,1
374,27,157.1087902438256,12776.335442666084,1
375,27,157.13337466217752,38430.436450421534,1
376,27,158.09177887555464,60056.49602508545,1
377,27,159.0758770150198,23013.238271780418,1
378,27,159.0913617134094,27872.80751295089,1
379,27,159.11204997385582,24199.25966751294,1
380,27,167.08636768047626,12237.952802682534,1
381,27,169.0963331763424,28226.69509768486,1
382,27,169.13297489711218,27657.407389933724,1
383,27,171.112516948155,22033.651234399706,1
384,27,173.09181592872105,40993.36943668529,1
385,27,173.12842967522838,67682.77629995598,1
386,27,175.11712129654424,159314.58529798445,1
387,27,176.12286210260473,17046.704377526996,1
388,27,181.0958841497248,19419.582016951383,1
389,27,183.11254862467447,22029.257612927755,1
390,27,183.1493516686845,15556.349434318608,1
391,27,185.0918644872205,16612.872751301733,1
392,27,185.12822033808783,46255.86112004977,1
393,27,185.1650008060145,47577.92195415725,1
394,27,186.0878253066749,19233.14659371571,1
395,27,186.12423388589949,33488.607074711945,1
396,27,187.10793710683848,33118.45074363807,1
397,27,187.1446672665176,201658.3436188032,1
398,27,195.08847164183624,13549.899790793426,1
399,27,197.12850160951967,26454.429226454395,1
400,27,199.18184135700093,26219.21833816068,1
401,27,200.1383536202567,16650.60467171442,1
402,27,201.12356080400184,42544.3193968712,1
403,27,204.1334043519687,13768.63859733649,1
404,27,211.14443872625176,14507.774687480927,1
405,27,212.103034738394,20669.19165150569,1
406,27,213.1579691927198,19119.64401578232,1
407,27,214.1178774766519,21603.692205261177,1
408,27,215.13835010528564,87379.56606769562,1
409,27,228.1335393834997,24669.775623639423,1
410,27,229.1300524543313,50773.51380357181,1
411,27,233.16530755849985,11325.940134873756,1
412,27,246.15539405051243,26319.40879718909,1
413,27,251.150350871839,17209.041946620273,1
414,27,252.1089631172076,23413.07240021392,1
415,27,260.1552992195919,17562.470683903528,1
416,27,266.1244772206182,25244.58634524612,1
417,27,269.1251288519965,21310.817513983235,1
418,27,272.1697381652228,18831.94636826468,1
419,27,274.1528889632025,23778.39291992508,1
420,27,282.6663862748579,40858.80596738873,1
421,27,287.13453686144925,20247.22660809894,1
422,27,309.13003826956464,18721.43962948139,1
423,27,312.1667053222656,18747.46606771296,1
424,27,318.18471408028137,43584.57790193944,1
425,27,318.6863001043146,19024.388098421965,1
426,27,330.1767933851371,37677.67395246541,1
427,27,332.18397756723255,18191.65412712097,1
428,27,340.1621370716255,25334.437065252736,1
429,27,347.20382519940426,76354.23177196993,1
430,27,351.17556705114976,14430.51952784916,1
431,27,374.72667100694446,25813.528515951974,1
432,27,378.1138507775526,217588.248611516,1
433,27,380.1665181682337,48645.79714954319,1
434,27,396.5108565671625,192209.3850935787,1
435,27,408.19704777644233,22316.336101531982,1
436,27,418.2429099859193,35032.08241665271,1
437,27,434.21380405800016,13629.43137479296,1
438,27,446.1640434595837,364710.0571719274,1
439,27,451.2445218991011,41381.996604723805,1
440,27,475.2631383141806,157412.12907147076,1
441,27,476.2656681886193,45523.373271741366,1
442,27,479.2356101834044,97115.73890553688,1
443,27,480.2365327254586,31984.01186594756,1
444,27,514.2722406602444,18720.56422171916,1
445,27,515.2563112320438,30362.9713378414,1
446,27,532.2841333114424,605899.7966119358,1
447,27,533.2870317199421,167570.49857083173,1
448,27,534.289021547379,33844.06963648642,1
449,27,550.2721410172709,49717.534177458685,1
450,27,564.2891813335997,32333.87632601189,1
451,27,592.3227139176994,81247.49044424912,1
452,27,593.3240830151003,31032.39224663065,1
453,27,631.3519510541644,152055.07964025225,1
454,27,632.3542915506566,56197.27599556903,1
455,27,635.3639169198495,48887.23219706218,1
456,27,645.3461645094014,23484.38445010428,1
457,27,646.3320647991256,34588.32811219171,1
458,27,651.3826529047118,412724.9324396199,1
459,27,663.3561325438285,261194.270335056,1
460,27,664.3570591853215,104277.84126516488,1
461,27,664.3636640582168,63571.900854964006,1
462,27,665.3640741144569,23164.08284972709,1
463,27,677.3727095170455,22299.440475880016,1
464,27,705.4058928313078,28579.13629530094,1
465,27,731.333386422115,575791.1480665574,1
466,27,744.4340279220689,32321.975231576474,1
467,27,748.4457440714198,34761.543838634265,1
468,27,759.4147234235492,23490.762977581933,1
469,27,776.4433181459541,119538.32979346268,1
470,27,777.4449238974668,54792.44924860734,1
471,27,815.4718567819307,23861.389287312824,1
472,27,911.7846489790348,374334.768744408,1
473,42,101.06888534083512,20817.5111391823,1
474,42,102.0551297610209,25964.64601570721,1
475,42,104.05303726682236,27894.92971101992,1
476,42,110.07103519385043,68709.81137198636,1
477,42,112.08725692368913,19742.18352912414,1
478,42,113.0706453606634,8987.073349957418,1
479,42,115.087023684853,21903.00221346805,1
480,42,116.07082091282754,22573.1829273196,1
481,42,120.0831975872597,97155.255787798,1
482,42,121.08453166728115,16544.160401444045,1
483,42,127.08686086866592,16778.287385251788,1
484,42,129.0692322521675,23861.61715876881,1
485,42,129.10416010447912,89434.44786494119,1
486,42,130.0665197169527,9720.089654090556,1
487,42,130.0898002943612,33874.30519669681,1
488,42,130.10582611083984,11095.181211598714,1
489,42,133.09449420058937,7583.727455183776,1
490,42,136.07507783668476,56832.3408506786,1
491,42,141.06638552537606,16082.01545710706,1
492,42,141.10281191116724,16475.00421333313,1
493,42,143.08764792049632,28750.859252997005,1
494,42,143.1170700369119,38077.82774519722,1
495,42,147.11188962904075,74399.11476991136,1
496,42,148.11581888198853,6763.684330269694,1
497,42,155.082752306708,10028.92313834881,1
498,42,155.11712273491753,8507.957227876452,1
499,42,156.0764826086183,20483.683167817577,1
500,42,156.11004279641543,31630.740736851505,1
501,42,157.09383185792365,12362.810603726635,1
502,42,157.10939399471675,11540.348166406682,1
503,42,157.13255019414993,607337.3561461464,1
504,42,158.09198830677911,48113.12015296404,1
505,42,158.13687765938894,57914.6641709028,1
506,42,159.0919783115387,18759.121758461,1
507,42,166.0616557140224,8520.500781027686,1
508,42,169.09560925773022,9592.701824046251,1
509,42,169.1333505106713,15305.356591535974,1
510,42,171.11261767346713,15111.56094020464,1
511,42,173.12850107566018,45128.22784021244,1
512,42,175.11744641856987,232536.74590606248,1
513,42,176.12255492033782,18618.6324548792,1
514,42,183.1127260710064,27216.608028090628,1
515,42,183.1492002199022,16631.858554949864,1
516,42,185.12849293005,146642.5573426959,1
517,42,185.1647984563968,39969.17297596043,1
518,42,186.12863218699783,18803.377702753594,1
519,42,187.1078845464696,10699.849103012975,1
520,42,187.14427990598728,34904.524657118745,1
521,42,197.1284451233713,27308.12919671912,1
522,42,199.1811074783553,62189.37691495525,1
523,42,200.1382194841412,34747.69434104167,1
524,42,200.1843412142273,14967.651780960408,1
525,42,201.12379202475915,99563.84922333864,1
526,42,202.1264748206505,14847.320424425732,1
527,42,204.1343313884265,22688.95395228193,1
528,42,211.10941660729912,17810.037406681666,1
529,42,211.14429230050945,14729.808510219927,1
530,42,213.1584668713947,20901.565390398337,1
531,42,215.1378792594461,30255.840912538417,1
532,42,223.1531922901776,27116.28186132553,1
533,42,226.1546684836044,9965.11201503001,1
534,42,227.17520327568053,25391.050657749176,1
535,42,228.13324982080704,21673.72497375195,1
536,42,228.17108896616344,14723.051272388591,1
537,42,229.1173832934836,113775.84260905824,1
538,42,230.12235600897608,16142.159174006036,1
539,42,233.1648403868384,22960.583856089583,1
540,42,242.18646797437347,13505.892413503669,1
541,42,243.1335091456181,28025.840835441977,1
542,42,244.16582834495688,32329.48908683489,1
543,42,246.1814132174432,22116.72706364433,1
544,42,251.15016703020063,18430.575162352176,1
545,42,253.165716606274,13440.11090023197,1
546,42,260.19664273687374,47624.07428949204,1
547,42,271.1762161875159,106661.46879647934,1
548,42,272.1752739800347,26471.48123719957,1
549,42,288.2030230649968,87415.09150802967,1
550,42,289.2058992291441,14590.327603557322,1
551,42,294.183291048617,25267.117381250537,1
552,42,296.196272763339,12112.136115854437,1
553,42,300.1549574110243,32425.50460249159,1
554,42,315.20325503795607,16579.48131279405,1
555,42,320.1943875826322,8183.536793742146,1
556,42,342.2029133902656,32611.299736446803,1
557,42,350.18836243028585,13744.948499293683,1
558,42,350.213742707905,13482.887773865148,1
559,42,351.1705544909591,17200.754054879242,1
560,42,351.20665305442657,34827.49569999448,1
561,42,366.2501200943542,19075.568794572955,1
562,42,384.26181053748496,20089.043227371803,1
563,42,387.2711629664644,102846.46851803394,1
564,42,401.2871137495334,302511.0180698629,1
565,42,402.2899436950684,73718.78006109927,1
566,42,432.5967660673001,513821.8428097201,1
567,42,474.2897028192744,47433.83240653373,1
568,42,481.2761161959901,13223.20218471605,1
569,42,488.3084765625,40673.32819784982,1
570,42,498.303953546777,74465.40929520856,1
571,42,499.2889421988224,78958.47440569781,1
572,42,500.28975475077726,37181.47798248213,1
573,42,516.3139056675325,864735.3938925497,1
574,42,517.3166207867469,214453.17141371,1
575,42,554.0358829879309,447152.2394437842,1
576,42,587.3719818604822,44483.14375276616,1
577,42,629.397281948772,84632.10036250364,1
578,42,630.4028079762178,38007.69605174345,1
579,48,101.07115060653872,25712.85154676091,1
580,48,102.05491686624194,31092.400547745547,1
581,48,104.05304472325211,35197.44782947605,1
582,48,110.07098205180108,64255.86319619996,1
583,48,115.08676592508952,9289.945120105038,1
584,48,120.08331215361244,161509.61246726534,1
585,48,121.08431474093732,34528.68721981706,1
586,48,127.08673254049047,10170.191289397906,1
587,48,129.06597727556445,14061.961245638651,1
588,48,129.10297863413987,54216.07761526756,1
589,48,130.04986547353317,19773.219153236856,1
590,48,130.06577064621615,24940.650579479377,1
591,48,130.0870250710038,17784.039465279977,1
592,48,133.0434733351616,24152.307925664125,1
593,48,136.0749582592907,81345.13617065652,1
594,48,137.07872955322264,10123.96043701172,1
595,48,137.11058847135362,31274.25081209562,1
596,48,141.06574041904548,7081.538393617288,1
597,48,141.10233023375542,22625.902011387298,1
598,48,143.1174933757257,22132.09579236792,1
599,48,147.11222217069658,29353.703824105432,1
600,48,147.27183446756584,272897.9828577991,1
601,48,148.06345289276868,59545.54496683261,1
602,48,154.60394443658166,144487.9656159131,1
603,48,155.08249622942452,13088.381986422712,1
604,48,155.12727290226863,32650.45873197116,1
605,48,157.09657487415132,14708.480508738094,1
606,48,157.1329182603624,54665.55929741754,1
607,48,158.09200447664134,11586.059023021047,1
608,48,159.07649285452706,11364.745029251297,1
609,48,159.0914661448489,51752.90483347575,1
610,48,159.11235192038797,16611.05215360468,1
611,48,167.0827559684087,18104.131683645897,1
612,48,169.0967555495928,14566.90216635758,1
613,48,169.1332985684951,18752.748599233943,1
614,48,171.07580292842303,11633.897998277884,1
615,48,171.11280449069275,15384.857421427358,1
616,48,171.14910348830242,374429.81973531016,1
617,48,172.15248535491608,41538.22903693901,1
618,48,173.092010442961,9984.41860924731,1
619,48,173.128467337433,35315.75163465765,1
620,48,175.1182065557261,36769.54771222443,1
621,48,181.0964845991404,11528.076525758215,1
622,48,183.1127378053303,16750.16786457738,1
623,48,183.14907439325896,29788.53093444,1
624,48,185.09201045482084,19914.681682737963,1
625,48,185.1280648827096,105589.73405991476,1
626,48,185.1646904546938,20039.96859062072,1
627,48,186.08796009736903,11361.90902377858,1
628,48,186.12630809954743,15948.661274525655,1
629,48,187.0712661743164,8291.805551462006,1
630,48,187.10763126496343,17728.239919957807,1
631,48,187.1440618460519,24387.691466696604,1
632,48,188.91289148242885,324017.1980749257,1
633,48,195.66766946634897,268924.14469383046,1
634,48,197.1283610123154,21752.568844970483,1
635,48,199.07114603678383,12599.883967738682,1
636,48,199.10781876758864,14606.934477156636,1
