,spec_no,mz,intensity,signal,closest_neighbor_index,closest_neighbor_distance
234,7,856.8254989718798,87210.72132072685,1,233,0.18038278840117528
235,7,857.3272428813733,87627.77295437193,1,234,0.5017439094934844
236,7,891.3344287177762,119013.84279942446,1,237,0.5004579004453262
237,7,891.8348866182215,113723.60549810072,1,236,0.5004579004453262
238,7,907.3554451583972,113113.53274127608,1,633,5.7819905496123996
239,7,932.4768228857235,212840.0430257239,1,240,1.0082141792622679
240,7,933.4850370649858,106055.0865242698,1,239,1.0082141792622679
241,9,101.07126922607422,34011.0553830719,1,242,0.9833860278129549
242,9,102.05465525388718,270146.3482875824,1,241,0.9833860278129549
243,9,104.0529515285118,152990.02337239584,1,402,1.0000000394088397
244,9,110.07128694473212,67049.3017452688,1,403,1.0000000025243232
245,9,115.0869534905277,60191.621891875766,1,246,0.9838692652059393
246,9,116.07082275573364,20788.193585424367,1,245,0.9838692652059393
247,9,120.08220645359584,154737.72171501885,1,405,1.0000000090469396
248,9,121.08441948596342,22868.97877276385,1,247,1.0022130323675782
249,9,127.08675911413371,24081.34323684945,1,250,1.9795431680262539
250,9,129.06630228215997,18455.287576155228,1,251,0.03728510402740426
251,9,129.10358738618737,146071.34341606812,1,250,0.03728510402740426
252,9,130.04999930099402,22405.094602275825,1,253,0.016374849724115847
253,9,130.06637415071813,21550.97106654469,1,252,0.016374849724115847
254,9,130.0870817610361,98195.33897098678,1,253,0.020707610317970193
255,9,133.0446376130223,95674.81325555836,1,254,2.9575558519862
256,9,136.07526295979818,160517.77349232993,1,410,1.0000000471390298
257,9,141.06586929972138,18750.00878560656,1,258,0.03643266467165063
258,9,141.10230196439304,18851.840513571715,1,257,0.03643266467165063
259,9,143.08170546999403,18655.960395910177,1,260,0.035699315162219136
260,9,143.11740478515625,71966.87228461633,1,259,0.035699315162219136
261,9,145.09671151484542,38040.10896527205,1,260,1.9793067296891707
262,9,147.11111201072225,153306.96735201016,1,413,1.0000009221577313
263,9,153.06588857765965,28669.48463125037,1,414,1.0006790302343358
264,9,155.0820682254177,28615.76225038772,1,265,0.035345311559268566
265,9,155.11741353697695,21119.01242359884,1,264,0.035345311559268566
266,9,157.09683227539062,55020.24613759865,1,267,0.036474001361938235
267,9,157.13330627675256,48810.31772431743,1,266,0.036474001361938235
268,9,159.07558126547903,14075.231274476986,1,269,0.015942390826239716
269,9,159.09152365630527,41416.47087121684,1,268,0.015942390826239716
270,9,159.1126302636188,19911.87766702797,1,269,0.021106607313527093
271,9,167.0826363533166,92833.01325781632,1,272,2.0143901554994557
272,9,169.09702650881604,15553.633378379252,1,273,0.0362640133332377
273,9,169.13329052214928,23806.842632190725,1,272,0.0362640133332377
274,9,170.0922708939533,49175.17988906783,1,273,0.9589803718040173
275,9,171.07517426838808,21095.489583849343,1,276,0.037455697742245775
276,9,171.11262996613033,63407.37221762415,1,275,0.037455697742245775
277,9,173.0920691520545,55765.92753764778,1,278,0.036433922707431066
278,9,173.12850307476194,58731.60208254238,1,277,0.036433922707431066
279,9,175.1179117536013,67685.35781234968,1,421,1.0000000001677154
280,9,181.06147757540927,23438.923423543405,1,281,0.035346637098484734
281,9,181.09682421250776,30448.58807728101,1,280,0.035346637098484734
282,9,183.1126750971647,41225.92965375177,1,283,0.036582202870306446
283,9,183.149257300035,23838.792111167368,1,282,0.036582202870306446
284,9,185.09229479830688,107793.3234052,1,285,0.036105583003518404
285,9,185.1284003813104,57149.23127917401,1,284,0.036105583003518404
286,9,185.1652695719401,64889.57525471052,1,285,0.03686919062968741
287,9,187.0712762949418,19688.739805022065,1,288,0.0367771168144202
288,9,187.10805341175623,19361.907221208727,1,289,0.03658904244892369
289,9,187.14464245420515,57941.01305729693,1,288,0.03658904244892369
290,9,189.0870004071447,20986.1949782086,1,426,1.4231065393567277
291,9,197.1286339435099,32261.00452483597,1,292,1.9428502175292124
292,9,199.0714841610391,55854.44360607049,1,293,0.036548958324885916
293,9,199.108033119364,28673.18830756938,1,292,0.036548958324885916
294,9,199.1816038712211,29443.09885195442,1,293,0.07357075185711892
295,9,201.1061739889992,21463.032537725587,1,296,0.017799318637315764
296,9,201.1239733076365,138390.34950803634,1,295,0.017799318637315764
297,9,202.12690923354205,18600.693214253817,1,296,1.0029359259055468
298,9,204.08184585939856,72382.73907861272,1,297,1.9549366258565044
299,9,209.0919194625596,22673.40476936944,1,431,1.0000000037115315
300,9,211.14461319867303,23396.01561826257,1,301,0.9593311325919274
301,9,212.10394433126496,20134.961094048605,1,300,0.9593311325919274
302,9,213.08721160888672,23621.84238664756,1,303,0.07050822693625491
303,9,213.15771983582297,31106.91324952208,1,302,0.07050822693625491
304,9,215.0486239355964,82572.1067013515,1,305,0.08955096912089289
305,9,215.1381749047173,68964.57065483928,1,304,0.08955096912089289
306,9,216.0974609215222,21634.10529191831,1,305,0.9592860168049242
307,9,217.08333326640883,45220.14635700928,1,308,0.051903484479453255
308,9,217.13523675088828,46494.79204825493,1,307,0.051903484479453255
309,9,218.09580710366808,53915.03195337304,1,308,0.9605703527797971
310,9,222.64477442041297,39339.46985815853,1,433,1.8369937364526547
311,9,226.08244827320863,91309.44307111356,1,312,0.03499835493806813
312,9,226.1174466281467,24121.883061150445,1,311,0.03499835493806813
313,9,227.17495507225,19143.744893119936,1,314,0.9595124861773172
314,9,228.1344675584273,20102.958776474,1,313,0.9595124861773172
315,9,229.1158620564892,105435.99461381124,1,314,0.9813944980618885
316,9,232.0750022005257,244582.878018549,1,317,1.0903748970291076
317,9,233.1653770975548,38057.93066955321,1,316,1.0903748970291076
318,9,240.1339990615845,18300.415935337543,1,319,2.0160618617272235
319,9,242.1500609233117,17767.228882834548,1,320,0.03647629216658288
320,9,242.1865372154783,36164.26768857417,1,319,0.03647629216658288
321,9,243.13371140744204,54926.73168992772,1,320,0.9471741919637395
322,9,244.09282580835963,97800.74704530636,1,323,0.037786999931654464
323,9,244.1306128082913,25069.14201391691,1,324,0.035255369479642695
324,9,244.16586817777093,13368.289099423006,1,323,0.035255369479642695
325,9,246.09077625357227,45243.36514995625,1,326,0.03662650705183523
326,9,246.1274027606241,86681.40548394396,1,325,0.03662650705183523
327,9,254.1498820307879,72654.27785041882,1,440,3.1244288223237393
328,9,258.0903181057532,49832.61502638141,1,441,1.001506579468234
329,9,260.19647216796875,139781.14537142872,1,330,0.9604678600292686
330,9,261.156940027998,21501.263626559023,1,329,0.9604678600292686
331,9,264.0979996565934,44712.53392955235,1,443,1.4211985484929468
332,9,270.1086395882272,77759.36226304802,1,333,0.07332365117008521
333,9,270.1819632393973,36199.06536076232,1,332,0.07332365117008521
334,9,272.16583103489234,47396.84112174576,1,335,1.9566871436866222
335,9,274.12251817857896,75121.73066458463,1,334,1.9566871436866222
336,9,280.1657539758927,122119.86158942067,1,337,0.9590199165966737
337,9,281.1247738924894,47414.22404059103,1,338,0.04380419855726814
338,9,281.16857809104664,27401.941465068336,1,337,0.04380419855726814
339,9,288.11832532205216,59545.89864152116,1,449,1.120615264740874
340,9,298.1758167478773,80482.67616040177,1,450,1.0026035199269039
341,9,303.1121861210576,72948.05500311322,1,195,2.0000004683321237
342,9,312.15502669963433,55911.10989935855,1,611,3.0002222746777356
343,9,316.18704068458686,38270.86502360894,1,451,1.0026910707881154
344,9,325.1874852910772,32549.15994946592,1,536,2.2182242587457734
345,9,329.21763305664064,44029.85015480658,1,346,0.9485120013043229
346,9,330.16614505794496,61562.03443214777,1,345,0.9485120013043229
347,9,340.09595142711294,41020.54816648093,1,452,1.000638276587773
348,9,341.1456147176356,33883.92519232978,1,347,1.0496632905226875
349,9,345.15779389368805,77697.6893279479,1,350,2.0714417200995854
350,9,347.22923561378764,117982.77117446324,1,349,2.0714417200995854
351,9,353.25331500946334,137057.3412783495,0,541,2.7643509106403754
352,9,357.1249589920044,32325.699157333373,1,353,0.08857635000475739
353,9,357.21353534200915,45300.71336792655,1,352,0.08857635000475739
354,9,359.1555170257706,52510.445247658776,1,453,1.4229427509983266
355,9,375.1323342736746,35350.6894075085,1,454,1.410673294520734
356,9,383.1922651900936,54752.10435115181,1,357,2.9572085889018354
357,9,386.14947377899546,33879.32003932529,1,358,1.0405363794995424
358,9,387.190010158495,32478.55574965203,1,357,1.0405363794995424
359,9,389.1489465755619,154858.85408875017,1,360,1.0027139968368601
360,9,390.1516605723988,38637.153721197086,1,359,1.0027139968368601
361,9,401.2056545013277,49074.80227503283,1,455,3.215701696913871
362,9,426.27186393091233,88886.69792551428,1,456,1.0080984653412248
363,9,444.2828671567075,825249.0268588596,1,364,1.0025936932703985
364,9,445.2854608499779,182025.89603645395,1,363,1.0025936932703985
365,9,452.2132663331091,53929.83640212538,1,204,2.8072654658486567
366,9,460.1860444529957,108758.0102517589,1,367,1.0029644100487758
367,9,461.1890088630445,32033.119324227537,1,366,1.0029644100487758
368,9,470.2250675896706,49373.6331490014,1,369,1.9599939894947056
369,9,472.1850615791653,48441.928059204765,1,368,1.9599939894947056
370,9,490.19652990392734,41362.86709496782,1,555,4.419820106502128
371,9,519.187089029948,51513.35676746858,1,557,2.73893988157836
372,9,541.2670046959395,43966.69795351853,1,373,1.9564658523646585
373,9,543.2234705483041,100919.79469995576,1,372,1.9564658523646585
374,9,557.3108415149507,39371.84599954741,1,209,3.6267745094944828
375,9,561.2331119058983,130242.59739735349,1,376,1.0025353299034805
376,9,562.2356472358018,49559.79979850861,1,375,1.0025353299034805
377,9,575.3237670898437,179709.69345648147,1,378,1.002376080503609
378,9,576.3261431703473,52745.71961614401,1,377,1.002376080503609
379,9,587.2514975674181,41880.17335494168,1,628,3.000076275965814
380,9,604.2740295410156,52536.1331793658,1,561,2.891113235789387
381,9,614.2573635525174,97601.03538398744,1,382,1.0074117829345823
382,9,615.264775335452,54367.00651033046,1,381,1.0074117829345823
383,9,632.2702515022886,210789.98195872863,1,384,1.0022016227113681
384,9,633.272453125,69420.72925921631,1,383,1.0022016227113681
385,9,672.3351983839466,51718.5106282265,1,222,2.2732535304738475
386,9,689.366030047829,349641.0095413762,1,387,1.0022232033676346
387,9,690.3682532511966,124285.7561446042,1,388,1.000083082128981
388,9,691.3683363333256,43592.33980071615,1,387,1.000083082128981
389,9,713.3286676580256,37877.05454672611,1,630,4.202689899494242
390,9,731.3352077907986,53482.61210433112,1,862,10.000056886801577
391,9,800.3953789882972,147279.60076759683,1,392,0.9921256467033572
392,9,801.3875046350006,144669.25405135192,1,391,0.9921256467033572
393,9,802.3883620042068,61980.61301068159,1,392,1.0008573692061873
394,9,818.4082647323609,359538.1748904705,1,395,1.0025262377155286
395,9,819.4107909700764,164228.10125880456,1,396,1.0000267152581728
396,9,820.4108176853346,56855.0811614472,1,395,1.0000267152581728
397,9,829.3736630394345,52426.72822197279,1,232,7.343263744109991
398,9,838.3836116776029,706696.6065831623,0,571,2.3071449595600373
399,9,917.4741708260996,109612.95537932712,1,176,5.081678506228753
400,10,101.0711048819802,13072.837220660123,1,401,0.9838290718887208
401,10,102.05493395386893,105561.4789510321,1,400,0.9838290718887208
402,10,104.0532322733795,29910.623695753544,1,243,1.0000000394088397
403,10,110.07135799855948,89727.75467491828,1,244,1.0000000025243232
404,10,115.08679658317983,34442.67310611894,1,471,1.0000000054221982
405,10,120.08207194010416,18961.65834411708,1,472,1.0000000000296503
406,10,129.06640949955693,6070.1946566281495,1,407,0.03676675491820447
407,10,129.10317625447513,61091.645546764754,1,406,0.03676675491820447
408,10,130.0499642651952,8811.774159285837,1,409,0.036939658022305366
409,10,130.0869039232175,20421.59438576833,1,408,0.036939658022305366
410,10,136.07495591246965,32625.201412040053,1,482,1.0000000215828304
411,10,141.06700957611034,137345.79232712902,1,257,1.0000006501149103
412,10,142.0693799410618,11187.722775407849,1,411,1.0023703649514744
413,10,147.11247006680102,30058.760894229563,1,485,1.0000000121389068
414,10,153.10274670499584,17503.417295660292,1,263,1.0006790302343358
415,10,155.0838339777276,8706.484039514371,1,416,0.9918314962103807
416,10,156.075665473938,187989.4894904945,1,415,0.9918314962103807
417,10,157.08651790103397,22524.93166296064,1,487,1.0000494193181708
418,10,158.09192727578653,9161.72459504411,1,419,0.9831832374531189
419,10,159.07511051323965,122266.82397787822,1,418,0.9831832374531189
420,10,169.0613109617305,11587.943740988136,1,491,1.0006156589960158
421,10,175.11789343882415,32174.537088824127,1,279,1.0000000001677154
422,10,181.06142824909747,12688.097913733458,1,423,0.03541713546061942
423,10,181.0968453845581,27003.268544618302,1,422,0.03541713546061942
424,10,185.05561708936503,11619.153004911212,1,501,1.0006584713118851
