spec_no,mz,intensity,signal
4,120.08281890978525,67830.37463203895,1
4,129.06604916287452,16184.667436894682,1
4,129.10407595290351,55134.69345255324,1
4,130.08905206137146,21958.40509940141,1
4,136.07454686807404,98374.3722208916,1
4,141.10241220243307,17728.449467201404,1
4,143.08235699734706,27643.052298868235,1
4,143.11700835785308,23410.523467243493,1
4,147.11210729425605,30700.29391066811,1
4,155.0831040027095,28340.273792925225,1
4,157.09642419674125,13370.783634509946,1
4,157.10893468747193,4898.72017992776,1
4,157.13298143998855,21002.205771559868,1
4,158.09202931573716,25509.666757851926,1
4,159.07641150246204,10037.626479330198,1
4,159.0915413617195,20592.00661903017,1
4,169.0964519406153,13523.767400288383,1
4,169.13336911408797,9390.840375369527,1
4,171.11241258893693,16678.679528924073,1
4,173.09213012119508,24879.68870030259,1
4,173.1289439731174,18287.73475377427,1
4,175.1168217491265,113450.07821232767,1
4,176.12353081659438,6402.393617289876,1
4,183.07610631331303,37193.40846243315,1
4,183.1127790546052,11361.411358657924,1
4,183.1492763069105,485318.6996395203,1
4,184.1526341756185,60092.83476684207,1
4,185.09210392994245,17952.55111297363,1
4,185.12863838848463,35379.313076134626,1
4,185.16540025757257,22577.46071035392,1
4,186.1248016357422,13011.581010491507,1
4,187.0713278787178,6290.177347269671,1
4,187.1080792621501,15031.995061277186,1
4,187.14478382783776,21275.761861478582,1
4,197.1283989603609,21871.4627496472,1
4,199.10784683227536,7463.247573757171,1
4,199.181966602559,46429.87951781409,1
4,200.1034896658652,51663.46856152936,1
4,200.13729917410328,9188.746499913832,1
4,201.124042678929,18475.60708076699,1
4,211.1449105472888,342689.68900886795,1
4,212.1036354827881,9695.062632582189,1
4,212.1475508026264,42589.31024347912,1
4,213.0872285262398,9382.27363168934,1
4,215.1375214158443,24597.370639305784,1
4,226.11812645280864,11128.619940988334,1
4,227.1744422756896,22432.12520557715,1
4,228.1336367598204,14038.310687938583,1
4,235.144073961046,51931.4292016432,1
4,240.1336617070204,6686.769506854052,1
4,241.10469981156103,234019.27929812387,0
4,242.14979682074653,14223.662693574694,1
4,243.1330083361744,14992.629756323684,1
4,244.1663231424766,13554.412432840554,1
4,256.16600692828086,12790.51348925872,1
4,260.1954735903004,11344.727488868864,1
4,263.13797663546154,34343.20416035187,1
4,269.1247480302581,12268.422084019448,1
4,277.1540294244661,28818.94143270368,1
4,286.150563015408,40655.05643797768,1
4,288.20382778567097,13616.003120684882,1
4,303.17669280370075,27182.071572214365,1
4,313.18762986556345,11387.893694608108,1
4,334.17581063128534,37137.850685954094,1
4,357.18718248732546,40760.07684334288,1
4,374.2093569946289,242957.4868366051,1
4,375.2109187696346,42252.48080034609,1
4,470.27155482353857,19021.047369582146,1
4,479.9511726626616,35644.380229015325,0
4,487.2974730669442,105966.28732261012,1
4,532.5635961908665,176945.6538583588,0
4,558.3355733834061,407570.9495574002,1
4,594.3633851680504,48247.44337129451,0
4,657.4048602560292,359348.4041394026,1
4,658.4077844712341,114340.9545241791,1
4,666.6630778209819,158514.50095173952,0
4,820.467311706543,910927.4910998892,1
4,821.4699648280832,363593.0953767797,1
4,861.3581401628056,322873.6577154666,0
4,918.3816158330654,299436.73527779046,0
4,933.5514419231008,271220.23479989235,1
4,934.5533419834094,121390.54559337693,1
4,988.5000799119304,603622.6981104672,0
6,143.11167181396485,12563.802629356383,1
6,207.4817997879317,12563.802629356383,0
7,159.09077118990714,48774.57220378675,1
7,175.11789141203226,23991.90085700368,1
7,178.06361844337593,33572.566870944785,1
7,181.1077664922721,35112.26425314122,1
7,183.11191071855265,16174.298171023103,1
7,200.1380892615336,21721.085074385745,1
7,209.1025957584381,42934.65270843506,1
7,212.1022075599348,41738.959390237294,1
7,215.0475419017073,35914.35393781022,1
7,228.1329300251413,35613.18058893641,1
7,232.0737646752661,58152.85056373994,1
7,246.1259956937848,26835.522412863644,1
7,246.17817776874432,82461.25557480044,1
7,303.1108174250676,34268.516281685464,1
7,321.0670477909112,42696.06956780631,1
7,356.2275144698772,55726.203698229285,1
7,357.2111394588764,65550.96448245874,1
7,374.2376988797022,70462.71591342997,1
7,412.17447354243353,69655.55572415773,1
7,434.1505247138182,38464.488630644606,1
7,440.17475545891807,127062.03586692076,1
7,440.687159395766,49224.10460345681,1
7,454.1832255701865,60214.70264657432,1
7,462.6960502241569,46532.966832635946,1
7,473.30649107905447,45644.45875354289,1
7,523.2049264941066,48504.91034988908,1
7,534.1968768996533,82616.96030332032,1
7,560.3363155840378,62117.57274469996,1
7,568.7084637891065,99444.2818899756,1
7,569.2096177485951,68652.36268920788,1
7,598.2520814311025,52568.150563750845,1
7,600.2150337537911,98078.82231091398,1
7,600.7159378919314,70851.96042991562,1
7,614.2126927727821,122045.0214491808,1
7,614.7139708379955,78673.90541556668,1
7,625.2493934499352,59264.21860743064,1
7,626.2478307291667,70739.75477992758,1
7,631.3739939304377,99314.4283373498,1
7,656.7560750183743,80206.18574441518,1
7,670.7543642342808,92423.34100957664,1
7,671.2546052071165,73851.35697922751,1
7,700.3724396115258,216534.11433903803,1
7,700.8732588510665,178790.3225249003,1
7,746.4030573338638,139386.38808610116,1
7,747.4042592603107,76446.79861237282,1
7,757.8853516705268,582972.7194352952,1
7,758.3877302182266,561439.5958250894,1
7,758.8874074898514,154689.93757833843,1
7,821.3069698857327,123914.4009814917,1
7,821.8081727639222,108543.20167189378,1
7,822.3080050788791,72008.96673215034,1
7,856.6451161834786,47611.151667160055,0
7,856.8254989718798,87210.72132072685,1
7,857.3272428813733,87627.77295437193,1
7,891.3344287177762,119013.84279942446,1
7,891.8348866182215,113723.60549810072,1
7,907.3554451583972,113113.53274127608,1
7,932.4768228857235,212840.0430257239,1
7,933.4850370649858,106055.0865242698,1
9,101.07126922607422,34011.0553830719,1
9,102.05465525388718,270146.3482875824,1
9,104.0529515285118,152990.02337239584,1
9,110.07128694473212,67049.3017452688,1
9,115.0869534905277,60191.621891875766,1
9,116.07082275573364,20788.193585424367,1
9,120.08220645359584,154737.72171501885,1
9,121.08441948596342,22868.97877276385,1
9,127.08675911413371,24081.34323684945,1
9,129.06630228215997,18455.287576155228,1
9,129.10358738618737,146071.34341606812,1
9,130.04999930099402,22405.094602275825,1
9,130.06637415071813,21550.97106654469,1
9,130.0870817610361,98195.33897098678,1
9,133.0446376130223,95674.81325555836,1
9,136.07526295979818,160517.77349232993,1
9,141.06586929972138,18750.00878560656,1
9,141.10230196439304,18851.840513571715,1
9,143.08170546999403,18655.960395910177,1
9,143.11740478515625,71966.87228461633,1
9,145.09671151484542,38040.10896527205,1
9,147.11111201072225,153306.96735201016,1
9,153.06588857765965,28669.48463125037,1
9,155.0820682254177,28615.76225038772,1
9,155.11741353697695,21119.01242359884,1
9,157.09683227539062,55020.24613759865,1
9,157.13330627675256,48810.31772431743,1
9,159.07558126547903,14075.231274476986,1
9,159.09152365630527,41416.47087121684,1
9,159.1126302636188,19911.87766702797,1
9,167.0826363533166,92833.01325781632,1
9,169.09702650881604,15553.633378379252,1
9,169.13329052214928,23806.842632190725,1
9,170.0922708939533,49175.17988906783,1
9,171.07517426838808,21095.489583849343,1
9,171.11262996613033,63407.37221762415,1
9,173.0920691520545,55765.92753764778,1
9,173.12850307476194,58731.60208254238,1
9,175.1179117536013,67685.35781234968,1
9,181.06147757540927,23438.923423543405,1
9,181.09682421250776,30448.58807728101,1
9,183.1126750971647,41225.92965375177,1
9,183.149257300035,23838.792111167368,1
9,185.09229479830688,107793.3234052,1
9,185.1284003813104,57149.23127917401,1
9,185.1652695719401,64889.57525471052,1
9,187.0712762949418,19688.739805022065,1
9,187.10805341175623,19361.907221208727,1
9,187.14464245420515,57941.01305729693,1
9,189.0870004071447,20986.1949782086,1
9,197.1286339435099,32261.00452483597,1
9,199.0714841610391,55854.44360607049,1
9,199.108033119364,28673.18830756938,1
9,199.1816038712211,29443.09885195442,1
9,201.1061739889992,21463.032537725587,1
9,201.1239733076365,138390.34950803634,1
9,202.12690923354205,18600.693214253817,1
9,204.08184585939856,72382.73907861272,1
9,209.0919194625596,22673.40476936944,1
9,211.14461319867303,23396.01561826257,1
9,212.10394433126496,20134.961094048605,1
9,213.08721160888672,23621.84238664756,1
9,213.15771983582297,31106.91324952208,1
9,215.0486239355964,82572.1067013515,1
9,215.1381749047173,68964.57065483928,1
9,216.0974609215222,21634.10529191831,1
9,217.08333326640883,45220.14635700928,1
9,217.13523675088828,46494.79204825493,1
9,218.09580710366808,53915.03195337304,1
9,222.64477442041297,39339.46985815853,1
9,226.08244827320863,91309.44307111356,1
9,226.1174466281467,24121.883061150445,1
9,227.17495507225,19143.744893119936,1
9,228.1344675584273,20102.958776474,1
9,229.1158620564892,105435.99461381124,1
9,232.0750022005257,244582.878018549,1
9,233.1653770975548,38057.93066955321,1
9,240.1339990615845,18300.415935337543,1
9,242.1500609233117,17767.228882834548,1
9,242.1865372154783,36164.26768857417,1
9,243.13371140744204,54926.73168992772,1
9,244.09282580835963,97800.74704530636,1
9,244.1306128082913,25069.14201391691,1
9,244.16586817777093,13368.289099423006,1
9,246.09077625357227,45243.36514995625,1
9,246.1274027606241,86681.40548394396,1
9,254.1498820307879,72654.27785041882,1
9,258.0903181057532,49832.61502638141,1
9,260.19647216796875,139781.14537142872,1
9,261.156940027998,21501.263626559023,1
9,264.0979996565934,44712.53392955235,1
9,270.1086395882272,77759.36226304802,1
9,270.1819632393973,36199.06536076232,1
9,272.16583103489234,47396.84112174576,1
9,274.12251817857896,75121.73066458463,1
9,280.1657539758927,122119.86158942067,1
9,281.1247738924894,47414.22404059103,1
9,281.16857809104664,27401.941465068336,1
9,288.11832532205216,59545.89864152116,1
9,298.1758167478773,80482.67616040177,1
9,303.1121861210576,72948.05500311322,1
9,312.15502669963433,55911.10989935855,1
9,316.18704068458686,38270.86502360894,1
9,325.1874852910772,32549.15994946592,1
9,329.21763305664064,44029.85015480658,1
9,330.16614505794496,61562.03443214777,1
9,340.09595142711294,41020.54816648093,1
9,341.1456147176356,33883.92519232978,1
9,345.15779389368805,77697.6893279479,1
9,347.22923561378764,117982.77117446324,1
9,353.25331500946334,137057.3412783495,0
9,357.1249589920044,32325.699157333373,1
9,357.21353534200915,45300.71336792655,1
9,359.1555170257706,52510.445247658776,1
9,375.1323342736746,35350.6894075085,1
9,383.1922651900936,54752.10435115181,1
9,386.14947377899546,33879.32003932529,1
9,387.190010158495,32478.55574965203,1
9,389.1489465755619,154858.85408875017,1
9,390.1516605723988,38637.153721197086,1
9,401.2056545013277,49074.80227503283,1
9,426.27186393091233,88886.69792551428,1
9,444.2828671567075,825249.0268588596,1
9,445.2854608499779,182025.89603645395,1
9,452.2132663331091,53929.83640212538,1
9,460.1860444529957,108758.0102517589,1
9,461.1890088630445,32033.119324227537,1
9,470.2250675896706,49373.6331490014,1
9,472.1850615791653,48441.928059204765,1
9,490.19652990392734,41362.86709496782,1
9,519.187089029948,51513.35676746858,1
9,541.2670046959395,43966.69795351853,1
9,543.2234705483041,100919.79469995576,1
9,557.3108415149507,39371.84599954741,1
9,561.2331119058983,130242.59739735349,1
9,562.2356472358018,49559.79979850861,1
9,575.3237670898437,179709.69345648147,1
9,576.3261431703473,52745.71961614401,1
9,587.2514975674181,41880.17335494168,1
9,604.2740295410156,52536.1331793658,1
9,614.2573635525174,97601.03538398744,1
9,615.264775335452,54367.00651033046,1
9,632.2702515022886,210789.98195872863,1
9,633.272453125,69420.72925921631,1
9,672.3351983839466,51718.5106282265,1
9,689.366030047829,349641.0095413762,1
9,690.3682532511966,124285.7561446042,1
9,691.3683363333256,43592.33980071615,1
9,713.3286676580256,37877.05454672611,1
9,731.3352077907986,53482.61210433112,1
9,800.3953789882972,147279.60076759683,1
9,801.3875046350006,144669.25405135192,1
9,802.3883620042068,61980.61301068159,1
9,818.4082647323609,359538.1748904705,1
9,819.4107909700764,164228.10125880456,1
9,820.4108176853346,56855.0811614472,1
9,829.3736630394345,52426.72822197279,1
9,838.3836116776029,706696.6065831623,0
9,917.4741708260996,109612.95537932712,1
10,101.0711048819802,13072.837220660123,1
10,102.05493395386893,105561.4789510321,1
10,104.0532322733795,29910.623695753544,1
10,110.07135799855948,89727.75467491828,1
10,115.08679658317983,34442.67310611894,1
10,120.08207194010416,18961.65834411708,1
10,129.06640949955693,6070.1946566281495,1
10,129.10317625447513,61091.645546764754,1
10,130.0499642651952,8811.774159285837,1
10,130.0869039232175,20421.59438576833,1
10,136.07495591246965,32625.201412040053,1
10,141.06700957611034,137345.79232712902,1
10,142.0693799410618,11187.722775407849,1
10,147.11247006680102,30058.760894229563,1
10,153.10274670499584,17503.417295660292,1
10,155.0838339777276,8706.484039514371,1
10,156.075665473938,187989.4894904945,1
10,157.08651790103397,22524.93166296064,1
10,158.09192727578653,9161.72459504411,1
10,159.07511051323965,122266.82397787822,1
10,169.0613109617305,11587.943740988136,1
10,175.11789343882415,32174.537088824127,1
10,181.06142824909747,12688.097913733458,1
10,181.0968453845581,27003.268544618302,1
10,185.05561708936503,11619.153004911212,1
10,187.07116561226223,188726.2110353022,1
10,188.074462890625,14442.63257735932,1
10,199.07157886345576,9139.280500723837,1
10,199.10821584637245,6388.547833474834,1
10,201.1058825258807,34877.66672027504,1
10,201.12428125,24679.85007040787,1
10,209.09183330535888,27777.90374826908,1
10,217.0822341002786,32241.87138457723,1
10,221.10381822773056,18287.032891393177,1
10,227.1037496986231,9819.843886597027,1
10,229.10343643926805,48828.48411964505,1
10,244.16601753234863,78509.47250225782,1
10,245.0760251443217,45531.12481178261,1
10,245.09577454911903,19947.756644806963,1
10,249.09794710267263,44853.58990398218,1
10,257.10995896657306,54450.295696001085,1
10,258.1452310251635,7662.3091537409055,1
10,261.090712890625,20510.85074455261,1
10,265.1078537620158,23523.11051519016,1
10,267.1087592773437,97609.47312837982,1
10,268.1117760230755,14101.990666491203,1
10,270.1085624526776,10897.7588262621,1
10,285.1186302136669,86607.11893835734,1
10,286.12281395407285,13467.403385671914,1
10,288.62407088216145,24977.53175717163,1
10,298.10360997416586,11873.923606766171,1
10,316.1136282643964,14611.737755775452,1
10,340.13168601221685,67176.00524824258,1
10,358.14320972429607,75319.53806726761,1
10,374.1373472667876,28091.33958910988,1
10,398.14939250281793,15775.132790437385,1
10,426.1443393614234,21579.90851715832,1
10,432.15429546866,19860.22623924836,1
10,465.2090463309452,53658.07197930073,1
10,495.2032927641998,22140.84705972929,1
10,513.2125695607019,241904.3424850221,1
10,514.214739177821,51115.874714379424,1
10,529.2076764424642,105554.93999454578,1
10,530.2098964637433,22517.84619197488,1
10,610.99420512775,43641.68188037149,0
10,624.2448622515412,103409.9504209246,1
10,625.2469650453884,28723.84612072045,1
10,642.2531652572308,24310.34625154252,1
11,101.0712102773238,13649.770056017402,1
11,102.05506806244722,50005.30584494101,1
11,110.06947629524,37564.6723991394,1
11,115.0869007196127,13468.893631357783,1
11,120.08206423940688,80441.2488467968,1
11,121.08429103306362,9087.72328151158,1
11,125.35834492497342,134407.3357777444,0
11,127.0868106842041,8198.496236365181,1
11,129.066064252111,10108.645324204495,1
11,129.10382221125755,137311.61451494662,1
11,130.04990342734516,8468.346550595934,1
11,130.06578514224194,14824.043090903691,1
11,130.0872605536071,28793.00845833712,1
11,130.10580337524414,11277.770790290831,1
11,136.075163675944,43347.03097000122,1
11,141.10234062452824,14988.405737724855,1
11,143.11767895507813,21944.77285255432,1
11,147.1123142534075,51867.61186681684,1
11,155.08295018332345,28558.314403074128,1
11,157.0964597860972,10812.379025737444,1
11,157.13340662984015,12088.181241378044,1
11,159.0917081314151,26624.625245288826,1
11,159.11236750730995,32383.3929731079,1
11,169.09640650315717,7789.152457865802,1
11,169.13324241813976,15529.540192873248,1
11,171.1125531583219,10752.498001468077,1
11,171.14927157549792,20523.155012926585,1
11,173.09184492202033,87518.68327459267,1
11,173.12866000852722,38820.73787440424,1
11,174.09497080220805,9349.242500175127,1
11,175.11785392898946,37424.14658212489,1
11,183.1128288919081,19004.643416811,1
11,183.1490836865974,31491.07349723758,1
11,185.09191276690711,7925.360683932626,1
11,185.1284538600756,16372.0339365586,1
11,185.16537813169765,35635.540159208584,1
11,187.1080504386656,17736.097446938264,1
11,187.14468780121248,20019.992024046,1
11,197.1284952991413,18798.51639462597,1
11,199.1443941660196,16068.422637816891,1
11,199.1820006172612,61815.30746624065,1
11,201.0873812094502,59684.73422199556,1
11,201.12423604329427,155655.23488745312,1
11,202.0888979712198,7901.991217596586,1
11,202.12745152162705,34849.4555369495,1
11,207.6815299599241,82186.69556071713,0
11,209.091752121129,11012.532281669144,1
11,211.14452671099312,31757.1630842233,1
11,213.08705241568137,8780.22842734932,1
11,213.15837620691275,25495.808138316646,1
11,215.13807934570312,20470.49859206581,1
11,217.0843764713832,13222.382875734853,1
11,226.1179759419048,37232.27283727206,1
11,227.17513841741223,26548.561302476068,1
11,228.13369417190552,10782.33148289919,1
11,229.11785423704484,41587.95704875176,1
11,233.16510855538505,13325.719232297624,1
11,235.11053928576013,7089.25681514489,1
11,242.14985063950792,7096.322654779009,1
11,243.13330618343,10821.855831312098,1
11,244.12935311453683,29483.16811015389,1
11,244.165921848623,13860.933002059784,1
11,245.1307001782071,10794.110106826589,1
11,260.19648579188754,10637.079662867956,1
11,261.15606689453125,29089.4926141472,1
11,283.14213571040585,16758.71350201488,1
11,301.15093372486257,13192.454877261762,1
11,318.1766841079249,83155.39059670188,1
11,324.2280485489789,25234.42042031008,1
11,330.1294384141908,8452.91122074545,1
11,335.6555730153823,11197.65027564235,1
11,337.1506135765642,16828.75990117169,1
11,339.20342021085776,7832.184240665566,1
11,355.1616221014059,13851.597621809762,1
11,357.2130911434398,9839.37993110208,1
11,373.1718378026087,15193.050303266797,1
11,376.28371876047765,8521.104499915082,0
11,378.2013982678136,20236.553069635487,1
11,387.4792858323619,122026.55546709616,0
11,392.1964590890067,15043.883179437547,1
11,417.2459539654611,104363.3976073868,1
11,418.2490282058716,24964.778358727694,1
11,420.2712441338433,12053.412353346082,1
11,423.29592923001127,18494.391176258123,1
11,445.1557352701823,15429.178061910776,1
11,449.2178042025197,91445.10415753868,0
11,468.2454882233511,25736.20325117149,1
11,486.25510760051446,22657.39518160936,1
11,516.3136100659109,76037.59590632634,1
11,517.3157815525674,24034.09201480996,1
11,573.250830873219,19712.20457063872,1
11,583.3089164783752,11083.287669262854,1
11,597.2884100306104,9837.97932398389,1
11,602.1863188948396,12979.265389122858,0
11,626.1048184286186,58345.16450274698,0
11,629.3969684238851,64874.40647787944,1
11,630.4038418856534,19635.958928518583,1
11,668.3247040539253,18063.92944466196,1
11,670.3050180840816,23110.53926687111,1
11,686.3337909982429,62657.34136548088,1
11,687.3358295641448,27689.65718757228,1
11,769.664444940903,145521.85744599736,0
11,783.3878201022006,19847.722731524176,1
11,839.533793343438,67129.46844588386,1
11,840.5356646728516,35768.46916694641,1
11,888.7492747089499,26716.44802084005,0
11,896.4712951003864,44090.55242777725,1
11,897.4731862921464,24735.18552548349,1
11,964.3619741345948,147210.81677564044,0
11,1003.4440070548771,25251.49060053441,0
11,1009.553051934726,19789.98264242716,1
11,1043.52491056492,27026.08432068655,0
11,1044.4249138946327,16031.658057189828,0
11,1053.045435270129,146637.91974754815,0
11,1066.0760130478538,131145.34209399068,0
12,147.11252162767494,9717.825376119672,1
12,155.08203945737895,6709.874846024947,1
12,159.076509890349,4681.181600860928,1
12,159.09126859498255,14663.668694723,1
12,173.09203151314557,10420.641049687734,1
12,173.9027184393159,91657.9895548598,0
12,175.11833981244993,18922.01349991529,1
12,187.0713454957992,13948.93517759616,1
12,199.07123054252875,5830.855962983855,1
12,199.10776974739284,7188.419436227291,1
12,201.0869226541605,25558.51981733512,1
12,201.1235430399577,12716.924999936422,1
12,212.1030919969696,6532.540502027138,1
12,213.0869428236708,8607.257660570762,1
12,217.08317592924675,7191.077102163196,1
12,227.10265021853976,9504.84061202738,1
12,229.1177083229532,10609.101999633169,1
12,231.0967486896346,8107.741270352254,1
12,240.0972988946097,17152.826181505407,1
12,241.08183773265165,15862.979750038596,1
12,243.1334066951976,7902.545274771896,1
12,244.09260995047435,8542.00711666808,1
12,245.0761521601044,11579.32877047716,1
12,258.108405219184,26637.160880703395,1
12,259.09170514586344,19535.648897689203,1
12,272.1249833540483,6099.372282548385,1
12,272.1713411013285,19832.344384709995,1
12,298.10377526283264,10098.907082378864,1
12,312.1185068766276,8684.742141946157,1
12,316.1136997410508,12453.6449112814,1
12,330.1294392903646,10245.645233521638,1
12,341.14607952712873,5518.961811905607,1
12,342.1294628324963,7251.880316068255,1
12,359.15653445742544,8290.226618976769,1
12,359.20302387312347,10946.603550780052,1
12,369.141461241479,20608.82880495109,1
12,370.1263027396253,9691.899147064456,1
12,387.15052787336725,15925.54930756584,1
12,446.2355144953324,17963.685301303864,1
12,458.1877221459741,8095.434045091406,1
12,498.1841347952869,8349.747707233251,1
12,499.1567114935339,108258.32450621222,0
12,516.1931346792036,6742.157945827045,1
12,543.288772343341,118636.88496486803,1
12,544.2913148822206,32286.16086993362,1
12,587.2301045402152,9871.910168569597,1
12,690.35595703125,75791.01150717054,1
12,716.2718975830078,9122.936087608336,1
12,789.4267241065182,26328.09738661638,1
12,790.4284343313664,13251.263487815855,1
12,904.4517553134228,20816.11958120752,1
12,1166.5478926328856,21923.91102040371,1
12,1167.5499944272249,13752.380919062573,1
12,1253.5745655406606,35377.79892990806,1
12,1254.5855410996303,31235.38504346212,1
12,1382.6264921147772,34795.94790259828,1
12,1511.6667825950767,31306.89805970102,1
12,1512.6688344527263,30669.169104089546,1
12,1553.1145960255662,96859.11728668258,0
12,1640.7092628050386,25551.997148835257,1
12,1641.7094095164332,21664.75895497991,1
14,129.10295900617328,48057.99378137589,1
14,147.1122619218356,28351.5593330657,1
14,155.082221435986,19172.13801618617,1
14,159.0762704702524,18720.28352701271,1
14,173.09184090589685,51571.43779031113,1
14,173.12857677027122,21379.85952436309,1
14,175.1181909897748,19007.658569335938,1
14,201.08715510792567,43241.8503862123,1
14,201.12412131916392,22277.725231955,1
14,212.1037686476067,38900.91713327081,1
14,213.08693406846788,13753.456660683947,1
14,226.11814306732407,21232.8361826194,1
14,226.1542384173419,14505.101608592113,1
14,240.0968626790972,14284.555084022124,1
14,240.13395651387427,9675.15445583472,1
14,244.0930547253839,10448.229691058192,1
14,244.16571824815537,51938.95979220072,1
14,258.1085063135901,22715.675700660824,1
14,270.1086954466054,8708.334383299652,1
14,301.1871633865126,18811.16076708559,1
14,341.14588905672724,26018.600224222457,1
14,359.15562324523927,20343.0178213954,1
14,402.2342834472656,27080.08808436761,1
14,539.2924138532366,21377.73045011248,1
14,841.3847801571801,83576.63176929708,1
14,876.698003739039,56744.71681927994,0
14,969.4511905974406,81120.6280968321,1
14,969.9519290408572,89313.05983156772,1
16,125.33838117977778,7847.656086722883,0
16,135.43128274875377,28727.279175422453,0
16,141.10265669038023,10824.467577873906,1
16,143.1174532791664,16695.322774582895,1
16,147.1124605541387,26384.62639428761,1
16,155.0821229359989,11587.772325136775,1
16,157.1332144125914,11506.876929747752,1
16,158.09220222024356,8332.622938896628,1
16,159.09144939404527,16408.98925550289,1
16,167.08232375636246,9370.070953623454,1
16,169.0968624995305,10556.25491989576,1
16,169.13339650927492,11626.179583573225,1
16,171.11264945720805,12500.992459225245,1
16,173.09217096144152,8837.336252233034,1
16,173.12852206759982,15035.904129960802,1
16,175.1179739986258,35922.15617604209,1
16,183.1128980387812,8071.905925771464,1
16,183.1493926229356,18356.142589408133,1
16,185.09213731999984,11435.23641843963,1
16,185.12844919935569,18524.339325731045,1
16,185.16488184553853,9043.07525194361,1
16,186.08774043491908,14238.277659370786,1
16,187.1442998098042,12516.749831456624,1
16,197.12851705511244,15543.350129035727,1
16,199.0712661250945,13141.30611011136,1
16,199.1078446128152,12484.352075013248,1
16,201.08718748517364,15913.11904661665,1
16,201.12377765549127,18644.37403200917,1
